sku,category,sub_category,product_name,brand_name,high_price,low_price,tax,date_scrapped
13351,Bebidas,Cervejas,Cerveja Spaten Puro Malte Lata com 350ml,Spaten,4.35,4.25,0.0,2024-11-15
13164,Bebidas,Cervejas,Cerveja Puro Malte Spaten Lata com 269ml,Spaten,3.09,2.99,0.0,2024-11-15
12490,Bebidas,Cervejas,Cerveja Heineken Zero Lata com 269ml,Heineken,3.99,3.99,0.0,2024-11-15
12385,Bebidas,Cervejas,Cerveja Estrella Galicia Lata com 269ml,Estrella Galicia,3.49,3.29,0.0,2024-11-15
12389,Bebidas,Cervejas,Cerveja Estrella Galicia Lata com 350ml,Estrella Galicia,4.59,4.39,0.0,2024-11-15
13356,Bebidas,Cervejas,Cerveja Spaten Puro Malte Long Neck com 355ml,Spaten,3.99,3.99,0.0,2024-11-15
12880,Bebidas,Cervejas,Cerveja Patagonia Amber Lager Lata com 350ml,Patagonia,3.99,3.99,0.0,2024-11-15
34777,Limpeza,Limpeza de casa,Limpador Perfumado Concentrado Coala Cereja e Avelã Frasco com 120ml,Coala,8.99,8.99,0.0,2024-11-15
1187,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Espaguete Pacote com 500g,Dona Benta,3.89,3.49,0.0,2024-11-15
1203,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Penne Pacote com 500g,Dona Benta,3.89,3.49,0.0,2024-11-15
1065,Mercearia,Massas e molhos,Macarrão com Ovos Adria Espaguetinho Nº9 Pacote com 500g,Adria,3.65,3.29,0.0,2024-11-15
1433,Mercearia,Massas e molhos,Macarrão com Ovos Renata Espaguete Pacote com 500g,Renata,3.79,3.49,0.0,2024-11-15
13073,Mercearia,"Cafés, chás e achocolatados",Filtro de Papel para Café Melitta Nº 103 Caixeta com 30 unidades,Melitta,4.19,3.89,0.0,2024-11-15
39240,Mercearia,Grãos,Milho para Pipoca Yoki Pacote com 400g,Yoki,5.29,4.89,0.0,2024-11-15
39238,Mercearia,Grãos,Milho para Pipoca Yoki Premium Pacote com 400g,Yoki,8.29,7.79,0.0,2024-11-15
31766,Limpeza,Limpeza de banheiro,Desinfetante Pinho Sol Original Frasco com 500ml,Pinho Sol,6.9,6.49,0.0,2024-11-15
38161,Limpeza,Limpeza de banheiro,Desinfetante Pinho Bril Plus Frasco com 500ml,Pinho Bril,4.9,4.6,0.0,2024-11-15
31494,Limpeza,Limpeza de banheiro,Desinfetante Lysoform Suave Frasco com 1L,Lysoform,15.5,14.9,0.0,2024-11-15
30600,Mercearia,Confeitaria,Leite Condensado Moça Integral Lata com 395g,Nestlé,8.48,7.99,0.0,2024-11-15
32839,Padaria e matinais,Leites,Leite Longa Vida Piracanjuba Com tampa Integral TP com 1L,Piracanjuba,5.39,5.19,0.0,2024-11-15
32447,Padaria e matinais,Leites,Leite Longa Vida Jussara Com tampa Integral TP com 1L,Jussara,5.39,5.09,0.0,2024-11-15
32828,Padaria e matinais,Leites,Leite Longa Vida Piracanjuba A2 Semidesnatado TP com 1L,Piracanjuba,6.49,6.49,0.0,2024-11-15
38145,Bebidas,Refrigerantes,Refrigerante Coca-Cola Sem açúcar Pet com 600ml,Coca-Cola,5.19,4.99,0.0,2024-11-15
36611,Mercearia,Massas e molhos,Queijo Parmesão Ralado Vigor Sachê com 50g,Vigor,5.49,5.49,0.0,2024-11-15
64,Mercearia,Massas e molhos,Queijo Ralado Parmesão Président Pacote com 50g,Président,5.6,5.19,0.0,2024-11-15
5350,Limpeza,Limpeza de banheiro,Água Sanitária Super Candida Frasco com 2L,Super Candida,5.49,4.95,0.0,2024-11-15
22295,Padaria e matinais,Pães e torradas,Pão de Forma Pullman Tradicional Pacote com 480g,Pullman,5.98,5.98,0.0,2024-11-15
38793,Padaria e matinais,Pães e torradas,Pão de Forma Visconti Tradicional Pacote com 400g,Visconti,6.39,5.79,0.0,2024-11-15
17933,Mercearia,Chocolates,Chocolate Nestlé Crunch Unidade com 80g,Nestlé,6.79,5.99,0.0,2024-11-15
13743,Mercearia,Grãos,Arroz Camil Agulhinha - Tipo 1 Pacote com 5kg,Camil,31.9,31.69,0.0,2024-11-15
13757,Mercearia,Grãos,Arroz Camil Integral Pacote com 1kg,Camil,7.9,7.7,0.0,2024-11-15
9742,Mercearia,Grãos,Feijão Carioca Camil Tipo 1 Pacote com 1kg,Camil,6.95,6.75,0.0,2024-11-15
10394,Limpeza,Limpeza de roupas,Amaciante para Roupas Concentrado Comfort Azul Frasco com 500ml,Comfort,8.5,8.5,0.0,2024-11-15
10340,Limpeza,Limpeza de roupas,Amaciante para Roupas Comfort Lavanda Refil com 900ml,Comfort,14.9,13.9,0.0,2024-11-15
10382,Limpeza,Limpeza de roupas,"Amaciante para Roupas Concentrado Baby Soft Inspiração Fascinante Frasco com 1,5L",Baby Soft,14.5,13.5,0.0,2024-11-15
32659,Higiene e perfumaria,Desodorantes,Desodorante Aerossol Dove Men+Care Frasco com 200ml,Dove,15.9,15.9,0.0,2024-11-15
32932,Higiene e perfumaria,Desodorantes,Desodorante Aerossol Nivea Men Deep carvão Frasco com 150ml,Nivea,14.03,12.79,0.0,2024-11-15
29864,Limpeza,Limpeza de roupas,Tira Manchas em Gel Vanish Refil com 500ml,Vanish,11.9,10.9,0.0,2024-11-15
5057,Frios e congelados,Margarinas e manteigas,Manteiga Aviação Com sal Pote com 500g,Aviação,32.9,30.9,0.0,2024-11-15
5054,Frios e congelados,Margarinas e manteigas,Manteiga Aviação Com sal Pote com 200g,Aviação,14.5,13.9,0.0,2024-11-15
30248,Limpeza,Limpeza de roupas,Lava Roupas Líquido Omo Lavanda Refil com 900ml,Omo,13.99,13.99,0.0,2024-11-15
41949,Limpeza,Limpeza de roupas,Sabão em Barra Glicerinado Ypê Fresh Pacote com 900g,Ypê,14.89,13.89,0.0,2024-11-15
25610,Higiene e perfumaria,Papel higiênico,Papel Higiênico Personal Vip Folha dupla - 30m Pacote com 12 rolos,Personal,17.89,17.89,0.0,2024-11-15
915,Mercearia,"Cafés, chás e achocolatados",Café 3 Corações Tradicional Pacote com 500g,3 Corações,23.38,22.38,0.0,2024-11-15
924,Mercearia,"Cafés, chás e achocolatados",Café 3 Corações Tradicional - Vácuo Pacote com 500g,3 Corações,23.38,22.38,0.0,2024-11-15
2584,Mercearia,"Cafés, chás e achocolatados",Café Melitta Sabor da Fazenda Vácuo Caixeta com 500g,Melitta,24.68,23.68,0.0,2024-11-15
2588,Mercearia,"Cafés, chás e achocolatados",Café Melitta Tradicional Pouch com 500g,Melitta,20.98,20.98,0.0,2024-11-15
3148,Mercearia,"Cafés, chás e achocolatados",Café Premium 3 Corações Estrada Real Pacote com 500g,3 Corações,24.48,23.48,0.0,2024-11-15
3259,Mercearia,"Cafés, chás e achocolatados",Café Sabor da Fazenda Tradicional Pouch com 500g,Melitta,24.68,23.68,0.0,2024-11-15
20602,Higiene e perfumaria,Cabelo,Shampoo Clear Ice Cool Menthol Frasco com 400ml,Clear,19.89,19.89,0.0,2024-11-15
20562,Higiene e perfumaria,Cabelo,Shampoo Clear 2 em 1 Frasco com 400ml,Clear,19.89,19.89,0.0,2024-11-15
20745,Higiene e perfumaria,Cabelo,Shampoo Elseve Hidra Hialurônico Frasco com 400ml,Elseve,24.99,23.99,0.0,2024-11-15
33807,Bebidas,Vinhos,Vinho Argentino Concha Y Toro Malbec Garrafa com 750ml,Concha Y Toro,29.8,28.3,0.0,2024-11-15
37130,Bebidas,Destilados,Cachaça Salinas Bálsamo Garrafa com 1L,Salinas,46.99,44.99,0.0,2024-11-15
37139,Bebidas,Destilados,Cachaça Salinas Tradicional Garrafa com 600ml,Salinas,41.89,39.89,0.0,2024-11-15
37135,Bebidas,Destilados,Cachaça Salinas Ipê Garrafa com 700ml,Salinas,47.99,45.49,0.0,2024-11-15
16327,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Andorinha Extra Virgem Vidro com 500ml,Andorinha,45.8,43.8,0.0,2024-11-15
16464,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Gallo Extra virgem Vidro com 500ml,Gallo,45.7,43.7,0.0,2024-11-15
39643,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Deleyda Extra Virgem Premium Vidro com 500ml,Deleyda,74.9,70.9,0.0,2024-11-15
7433,Mercearia,Farinhas,Farinha de Mandioca D'Cheff Temperada Tradicional Pacote com 300g,D'Cheff,6.49,5.99,0.0,2024-11-15
12638,Mercearia,Temperos e condimentos,Molho de Pimenta Knorr Vermelha Pet com 150ml,Knorr,5.4,5.2,0.0,2024-11-15
26381,Mercearia,Temperos e condimentos,Ketchup Heinz Tradicional Pet com 397g,Heinz,14.99,14.99,0.0,2024-11-15
17035,Mercearia,Temperos e condimentos,Orégano Kitano Sachê com 10g,Kitano,3.49,3.49,0.0,2024-11-15
19822,Bebidas,Destilados,Gin Seagers Garrafa com 1L,Seagers,44.89,42.89,0.0,2024-11-15
5634,Mercearia,Temperos e condimentos,Ajinomoto Refil com 100g,Ajinomoto,6.99,6.29,0.0,2024-11-15
14436,Mercearia,Temperos e condimentos,Molho Shoyu Sakura Pet com 150ml,Sakura,3.49,3.15,0.0,2024-11-15
12293,Mercearia,Temperos e condimentos,Molho de Mostarda Heinz Pet com 255g,Heinz,15.99,15.99,0.0,2024-11-15
27280,Mercearia,Confeitaria,Creme de Leite Italac TP com 200g,Italac,3.29,2.99,0.0,2024-11-15
38668,Padaria e matinais,Pães e torradas,Pullman Rap 10 Original Pacote com 297g,Pullman,9.98,9.98,0.0,2024-11-15
5666,Limpeza,Limpeza de cozinha,Esponja Scotch-Brite Pacote com 4 unidades,Scotch-Brite,7.49,6.9,0.0,2024-11-15
5658,Limpeza,Limpeza de cozinha,Esponja Scotch-Brite Não Risca Pacote com 3 unidades,Scotch-Brite,8.49,7.9,0.0,2024-11-15
16022,Mercearia,Bomboniere,Chiclete Mentos Fresh Mint Unidade com 56g,Mentos,10.9,9.9,0.0,2024-11-15
12969,Mercearia,Massas e molhos,Molho de Tomate Heinz Tradicional Pouch com 300g,Heinz,2.89,2.89,0.0,2024-11-22
38763,Mercearia,Massas e molhos,Molho de Tomate Salsaretti Tradicional Pouch com 300g,Salsaretti,1.9,1.79,0.0,2024-11-22
13480,Mercearia,Massas e molhos,Molho de Tomate Salsaretti Passata Rústica Vidro com 680g,Salsaretti,12.99,12.49,0.0,2024-11-22
12948,Mercearia,Massas e molhos,Molho de Tomate Heinz Manjericão Pouch com 300g,Heinz,4.78,4.78,0.0,2024-11-22
13206,Mercearia,Massas e molhos,Molho de Tomate Pomarola Chef Passata Vidro com 700g,Pomarola,18.9,18.3,0.0,2024-11-22
12942,Mercearia,Massas e molhos,Molho de Tomate Heinz Bolonhesa Pouch com 300g,Heinz,4.89,4.69,0.0,2024-11-22
36708,Limpeza,Limpeza de cozinha,Detergente Líquido Ypê Clear Frasco com 500ml,Ypê,2.39,2.19,0.0,2024-11-22
36732,Limpeza,Limpeza de cozinha,Detergente Líquido Ypê Neutro Frasco com 500ml,Ypê,2.39,2.19,0.0,2024-11-22
36410,Limpeza,Limpeza de cozinha,Detergente Líquido Limpol Neutro Frasco com 500ml,Limpol,2.15,1.99,0.0,2024-11-22
36362,Limpeza,Limpeza de cozinha,Detergente Líquido Limpol Coco Frasco com 500ml,Limpol,2.15,1.99,0.0,2024-11-22
28319,Higiene e perfumaria,Higiene bucal,Creme Dental Colgate Máxima Proteção Anticáries Tubo com 90g,Colgate,3.89,3.64,0.0,2024-11-22
28585,Higiene e perfumaria,Higiene bucal,Creme Dental Colgate Tripla Ação Original Tubo com 90g,Colgate,4.44,4.24,0.0,2024-11-22
28697,Higiene e perfumaria,Higiene bucal,Creme Dental Oral-B 1-2-3 Tubo com 70g,Oral-B,2.46,2.46,0.0,2024-11-22
28745,Higiene e perfumaria,Higiene bucal,Creme Dental Oral-B 4 em 1 Tubo com 70g,Oral-B,3.98,3.98,0.0,2024-11-22
12460,Bebidas,Cervejas,Cerveja Heineken Lata com 269ml,Heineken,4.29,4.09,0.0,2024-11-22
13362,Bebidas,Cervejas,Cerveja Stella Artois Long neck com 330ml,Stella Artois,5.09,5.09,0.0,2024-11-22
13351,Bebidas,Cervejas,Cerveja Spaten Puro Malte Lata com 350ml,Spaten,3.69,3.69,0.0,2024-11-22
12498,Bebidas,Cervejas,Cerveja Heineken Zero Long neck com 330ml,Heineken,6.79,6.49,0.0,2024-11-22
13164,Bebidas,Cervejas,Cerveja Puro Malte Spaten Lata com 269ml,Spaten,2.69,2.69,0.0,2024-11-22
12389,Bebidas,Cervejas,Cerveja Estrella Galicia Lata com 350ml,Estrella Galicia,4.59,4.39,0.0,2024-11-22
12385,Bebidas,Cervejas,Cerveja Estrella Galicia Lata com 269ml,Estrella Galicia,3.49,3.29,0.0,2024-11-22
13356,Bebidas,Cervejas,Cerveja Spaten Puro Malte Long Neck com 355ml,Spaten,5.49,5.29,0.0,2024-11-22
12880,Bebidas,Cervejas,Cerveja Patagonia Amber Lager Lata com 350ml,Patagonia,4.99,4.99,0.0,2024-11-22
34777,Limpeza,Limpeza de casa,Limpador Perfumado Concentrado Coala Cereja e Avelã Frasco com 120ml,Coala,11.5,10.5,0.0,2024-11-22
1187,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Espaguete Pacote com 500g,Dona Benta,3.69,3.29,0.0,2024-11-22
1203,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Penne Pacote com 500g,Dona Benta,3.69,3.29,0.0,2024-11-22
1065,Mercearia,Massas e molhos,Macarrão com Ovos Adria Espaguetinho Nº9 Pacote com 500g,Adria,3.65,3.29,0.0,2024-11-22
1433,Mercearia,Massas e molhos,Macarrão com Ovos Renata Espaguete Pacote com 500g,Renata,3.79,3.49,0.0,2024-11-22
13073,Mercearia,"Cafés, chás e achocolatados",Filtro de Papel para Café Melitta Nº 103 Caixeta com 30 unidades,Melitta,3.49,3.49,0.0,2024-11-22
39240,Mercearia,Grãos,Milho para Pipoca Yoki Pacote com 400g,Yoki,3.99,3.99,0.0,2024-11-22
39238,Mercearia,Grãos,Milho para Pipoca Yoki Premium Pacote com 400g,Yoki,8.29,7.79,0.0,2024-11-22
31766,Limpeza,Limpeza de banheiro,Desinfetante Pinho Sol Original Frasco com 500ml,Pinho Sol,6.9,6.49,0.0,2024-11-22
38161,Limpeza,Limpeza de banheiro,Desinfetante Pinho Bril Plus Frasco com 500ml,Pinho Bril,3.99,3.99,0.0,2024-11-22
31494,Limpeza,Limpeza de banheiro,Desinfetante Lysoform Suave Frasco com 1L,Lysoform,12.99,12.99,0.0,2024-11-22
30600,Mercearia,Confeitaria,Leite Condensado Moça Integral Lata com 395g,Nestlé,7.35,7.35,0.0,2024-11-22
32839,Padaria e matinais,Leites,Leite Longa Vida Piracanjuba Com tampa Integral TP com 1L,Piracanjuba,5.39,5.19,0.0,2024-11-22
32447,Padaria e matinais,Leites,Leite Longa Vida Jussara Com tampa Integral TP com 1L,Jussara,5.39,5.09,0.0,2024-11-22
32828,Padaria e matinais,Leites,Leite Longa Vida Piracanjuba A2 Semidesnatado TP com 1L,Piracanjuba,6.49,6.49,0.0,2024-11-22
32452,Padaria e matinais,Leites,Leite Longa Vida Jussara Com tampa Semidesnatado TP com 1L,Jussara,5.09,5.09,0.0,2024-11-22
3984,Bebidas,Refrigerantes,Refrigerante Coca-Cola Sem açúcar Pet com 1L,Coca-Cola,6.19,5.99,0.0,2024-11-22
38145,Bebidas,Refrigerantes,Refrigerante Coca-Cola Sem açúcar Pet com 600ml,Coca-Cola,5.19,4.99,0.0,2024-11-22
64,Mercearia,Massas e molhos,Queijo Ralado Parmesão Président Pacote com 50g,Président,5.6,5.19,0.0,2024-11-22
36611,Mercearia,Massas e molhos,Queijo Parmesão Ralado Vigor Sachê com 50g,Vigor,6.2,5.79,0.0,2024-11-22
5350,Limpeza,Limpeza de banheiro,Água Sanitária Super Candida Frasco com 2L,Super Candida,5.48,4.94,0.0,2024-11-22
22295,Padaria e matinais,Pães e torradas,Pão de Forma Pullman Tradicional Pacote com 480g,Pullman,7.48,7.48,0.0,2024-11-22
38793,Padaria e matinais,Pães e torradas,Pão de Forma Visconti Tradicional Pacote com 400g,Visconti,6.39,5.79,0.0,2024-11-22
17933,Mercearia,Chocolates,Chocolate Nestlé Crunch Unidade com 80g,Nestlé,6.79,5.99,0.0,2024-11-22
13743,Mercearia,Grãos,Arroz Camil Agulhinha - Tipo 1 Pacote com 5kg,Camil,29.95,29.59,0.0,2024-11-22
13757,Mercearia,Grãos,Arroz Camil Integral Pacote com 1kg,Camil,7.05,6.89,0.0,2024-11-22
10394,Limpeza,Limpeza de roupas,Amaciante para Roupas Concentrado Comfort Azul Frasco com 500ml,Comfort,9.99,9.29,0.0,2024-11-22
10340,Limpeza,Limpeza de roupas,Amaciante para Roupas Comfort Lavanda Refil com 900ml,Comfort,14.9,13.9,0.0,2024-11-22
10382,Limpeza,Limpeza de roupas,"Amaciante para Roupas Concentrado Baby Soft Inspiração Fascinante Frasco com 1,5L",Baby Soft,14.9,13.5,0.0,2024-11-22
32659,Higiene e perfumaria,Desodorantes,Desodorante Aerossol Dove Men+Care Frasco com 200ml,Dove,15.9,15.9,0.0,2024-11-22
32932,Higiene e perfumaria,Desodorantes,Desodorante Aerossol Nivea Men Deep carvão Frasco com 150ml,Nivea,13.5,11.9,0.0,2024-11-22
29864,Limpeza,Limpeza de roupas,Tira Manchas em Gel Vanish Refil com 500ml,Vanish,11.9,10.9,0.0,2024-11-22
14304,Mercearia,Salgadinhos e snacks,Salgadinho Batata Pringles Creme e Cebola Tubo com 109g,Pringles,11.89,10.79,0.0,2024-11-22
5057,Frios e congelados,Margarinas e manteigas,Manteiga Aviação Com sal Pote com 500g,Aviação,32.9,30.9,0.0,2024-11-22
5054,Frios e congelados,Margarinas e manteigas,Manteiga Aviação Com sal Pote com 200g,Aviação,14.5,13.9,0.0,2024-11-22
30248,Limpeza,Limpeza de roupas,Lava Roupas Líquido Omo Lavanda Refil com 900ml,Omo,13.99,13.19,0.0,2024-11-22
41949,Limpeza,Limpeza de roupas,Sabão em Barra Glicerinado Ypê Fresh Pacote com 900g,Ypê,14.89,13.89,0.0,2024-11-22
25621,Higiene e perfumaria,Papel higiênico,Papel Higiênico Personal Vip Folha dupla - 30m Pacote com 24 rolos,Personal,39.77,37.78,0.0,2024-11-22
25610,Higiene e perfumaria,Papel higiênico,Papel Higiênico Personal Vip Folha dupla - 30m Pacote com 12 rolos,Personal,19.89,18.89,0.0,2024-11-22
915,Mercearia,"Cafés, chás e achocolatados",Café 3 Corações Tradicional Pacote com 500g,3 Corações,23.48,22.48,0.0,2024-11-22
924,Mercearia,"Cafés, chás e achocolatados",Café 3 Corações Tradicional - Vácuo Pacote com 500g,3 Corações,23.48,22.48,0.0,2024-11-22
2584,Mercearia,"Cafés, chás e achocolatados",Café Melitta Sabor da Fazenda Vácuo Caixeta com 500g,Melitta,24.68,23.68,0.0,2024-11-22
2588,Mercearia,"Cafés, chás e achocolatados",Café Melitta Tradicional Pouch com 500g,Melitta,25.48,24.48,0.0,2024-11-22
3148,Mercearia,"Cafés, chás e achocolatados",Café Premium 3 Corações Estrada Real Pacote com 500g,3 Corações,24.48,23.48,0.0,2024-11-22
3259,Mercearia,"Cafés, chás e achocolatados",Café Sabor da Fazenda Tradicional Pouch com 500g,Melitta,24.68,23.68,0.0,2024-11-22
20602,Higiene e perfumaria,Cabelo,Shampoo Clear Ice Cool Menthol Frasco com 400ml,Clear,19.89,19.89,0.0,2024-11-22
20562,Higiene e perfumaria,Cabelo,Shampoo Clear 2 em 1 Frasco com 400ml,Clear,19.89,19.89,0.0,2024-11-22
20745,Higiene e perfumaria,Cabelo,Shampoo Elseve Hidra Hialurônico Frasco com 400ml,Elseve,24.99,23.99,0.0,2024-11-22
33807,Bebidas,Vinhos,Vinho Argentino Concha Y Toro Malbec Garrafa com 750ml,Concha Y Toro,26.9,26.9,0.0,2024-11-22
37130,Bebidas,Destilados,Cachaça Salinas Bálsamo Garrafa com 1L,Salinas,46.99,44.99,0.0,2024-11-22
37139,Bebidas,Destilados,Cachaça Salinas Tradicional Garrafa com 600ml,Salinas,41.89,39.89,0.0,2024-11-22
37135,Bebidas,Destilados,Cachaça Salinas Ipê Garrafa com 700ml,Salinas,47.99,45.49,0.0,2024-11-22
16327,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Andorinha Extra Virgem Vidro com 500ml,Andorinha,45.8,43.8,0.0,2024-11-22
16464,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Gallo Extra virgem Vidro com 500ml,Gallo,46.9,44.9,0.0,2024-11-22
39643,Mercearia,"Azeites, óleos e vinagres",Azeite de Oliva Deleyda Extra Virgem Premium Vidro com 500ml,Deleyda,74.9,70.9,0.0,2024-11-22
7433,Mercearia,Farinhas,Farinha de Mandioca D'Cheff Temperada Tradicional Pacote com 300g,D'Cheff,6.49,5.99,0.0,2024-11-22
12638,Mercearia,Temperos e condimentos,Molho de Pimenta Knorr Vermelha Pet com 150ml,Knorr,5.4,5.2,0.0,2024-11-22
26381,Mercearia,Temperos e condimentos,Ketchup Heinz Tradicional Pet com 397g,Heinz,14.99,14.99,0.0,2024-11-22
17035,Mercearia,Temperos e condimentos,Orégano Kitano Sachê com 10g,Kitano,3.49,3.49,0.0,2024-11-22
19822,Bebidas,Destilados,Gin Seagers Garrafa com 1L,Seagers,44.89,42.89,0.0,2024-11-22
5634,Mercearia,Temperos e condimentos,Ajinomoto Refil com 100g,Ajinomoto,6.99,6.29,0.0,2024-11-22
14436,Mercearia,Temperos e condimentos,Molho Shoyu Sakura Pet com 150ml,Sakura,3.79,3.39,0.0,2024-11-22
27280,Mercearia,Confeitaria,Creme de Leite Italac TP com 200g,Italac,3.29,2.99,0.0,2024-11-22
38668,Padaria e matinais,Pães e torradas,Pullman Rap 10 Original Pacote com 297g,Pullman,9.98,9.98,0.0,2024-11-22
5666,Limpeza,Limpeza de cozinha,Esponja Scotch-Brite Pacote com 4 unidades,Scotch-Brite,6.9,6.35,0.0,2024-11-22
5658,Limpeza,Limpeza de cozinha,Esponja Scotch-Brite Não Risca Pacote com 3 unidades,Scotch-Brite,8.15,7.35,0.0,2024-11-22
16022,Mercearia,Bomboniere,Chiclete Mentos Fresh Mint Unidade com 56g,Mentos,10.9,9.9,0.0,2024-11-22
12969,Mercearia,Massas e molhos,Molho de Tomate Heinz Tradicional Pouch com 300g,Heinz,3.49,3.39,0.0,2024-11-30
38763,Mercearia,Massas e molhos,Molho de Tomate Salsaretti Tradicional Pouch com 300g,Salsaretti,1.9,1.79,0.0,2024-11-30
13480,Mercearia,Massas e molhos,Molho de Tomate Salsaretti Passata Rústica Vidro com 680g,Salsaretti,10.9,10.9,0.0,2024-11-30
12948,Mercearia,Massas e molhos,Molho de Tomate Heinz Manjericão Pouch com 300g,Heinz,4.78,4.78,0.0,2024-11-30
13206,Mercearia,Massas e molhos,Molho de Tomate Pomarola Chef Passata Vidro com 700g,Pomarola,18.9,18.3,0.0,2024-11-30
12942,Mercearia,Massas e molhos,Molho de Tomate Heinz Bolonhesa Pouch com 300g,Heinz,4.89,4.69,0.0,2024-11-30
36708,Limpeza,Limpeza de cozinha,Detergente Líquido Ypê Clear Frasco com 500ml,Ypê,2.39,2.19,0.0,2024-11-30
36732,Limpeza,Limpeza de cozinha,Detergente Líquido Ypê Neutro Frasco com 500ml,Ypê,2.39,2.19,0.0,2024-11-30
36410,Limpeza,Limpeza de cozinha,Detergente Líquido Limpol Neutro Frasco com 500ml,Limpol,2.15,2.1,0.0,2024-11-30
28319,Higiene e perfumaria,Higiene bucal,Creme Dental Colgate Máxima Proteção Anticáries Tubo com 90g,Colgate,3.89,3.64,0.0,2024-11-30
28585,Higiene e perfumaria,Higiene bucal,Creme Dental Colgate Tripla Ação Original Tubo com 90g,Colgate,4.44,4.24,0.0,2024-11-30
28697,Higiene e perfumaria,Higiene bucal,Creme Dental Oral-B 1-2-3 Tubo com 70g,Oral-B,2.46,2.46,0.0,2024-11-30
28745,Higiene e perfumaria,Higiene bucal,Creme Dental Oral-B 4 em 1 Tubo com 70g,Oral-B,3.98,3.98,0.0,2024-11-30
12460,Bebidas,Cervejas,Cerveja Heineken Lata com 269ml,Heineken,4.29,4.09,0.0,2024-11-30
13362,Bebidas,Cervejas,Cerveja Stella Artois Long neck com 330ml,Stella Artois,5.59,5.49,0.0,2024-11-30
13164,Bebidas,Cervejas,Cerveja Puro Malte Spaten Lata com 269ml,Spaten,2.59,2.59,0.0,2024-11-30
12498,Bebidas,Cervejas,Cerveja Heineken Zero Long neck com 330ml,Heineken,6.79,6.49,0.0,2024-11-30
13351,Bebidas,Cervejas,Cerveja Spaten Puro Malte Lata com 350ml,Spaten,3.59,3.59,0.0,2024-11-30
12389,Bebidas,Cervejas,Cerveja Estrella Galicia Lata com 350ml,Estrella Galicia,2.99,2.99,0.0,2024-11-30
13356,Bebidas,Cervejas,Cerveja Spaten Puro Malte Long Neck com 355ml,Spaten,5.49,5.29,0.0,2024-11-30
34777,Limpeza,Limpeza de casa,Limpador Perfumado Concentrado Coala Cereja e Avelã Frasco com 120ml,Coala,11.5,10.5,0.0,2024-11-30
1187,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Espaguete Pacote com 500g,Dona Benta,3.49,3.09,0.0,2024-11-30
1203,Mercearia,Massas e molhos,Macarrão com Ovos Dona Benta Penne Pacote com 500g,Dona Benta,3.49,3.09,0.0,2024-11-30
1433,Mercearia,Massas e molhos,Macarrão com Ovos Renata Espaguete Pacote com 500g,Renata,3.79,3.49,0.0,2024-11-30
1442,Mercearia,Massas e molhos,Macarrão com Ovos Renata Pena Pacote com 500g,Renata,3.79,3.49,0.0,2024-11-30
13073,Mercearia,"Cafés, chás e achocolatados",Filtro de Papel para Café Melitta Nº 103 Caixeta com 30 unidades,Melitta,3.99,3.69,0.0,2024-11-30
39240,Mercearia,Grãos,Milho para Pipoca Yoki Pacote com 400g,Yoki,3.49,3.49,0.0,2024-11-30
